0.039282555	0.024326476	0.103393694	0.11031211	-0.162707659	-0.028648694	-0.039225064	0.003312772	0.068772813	0.011732263	-0.00713216	-0.130526649	-0.068139139	0.019682018	-0.103874742	0.01419155	-0.087095103	0.060860136	-0.071719957	-0.114755952	-0.08680783	0.092830787	0.035952043	-0.051739715	0.050041126	0.0369295	-0.024878484	0.053950272	0.004549444	0.013604587	-0.107978054	-0.035800095	-0.045673957	-0.047568293	-0.009819597	-0.064181845	0.051662564	0.06981123	0.06105883	0.141628892	-0.009894674	0.018375014	-0.056925507	-0.13406683	-0.079609042	-0.085856124	0.101452493	0.056203749	0.036878074	0.002774371	0.102959721	-0.057643233	-0.048417247	0.014344968	0.058337507	-0.093084309	0.039352732	0.120584919	0.06948053	0.18809436	0.078077585	0.009678632	-0.022089267	-0.09135606
0.038307055	0.031075423	0.095468225	0.112631091	-0.16902091	-0.037680954	-0.031304322	0.011252513	0.07353487	0.014281778	-0.006195668	-0.136954683	-0.06496057	0.029126389	-0.097817029	0.004057723	-0.08862467	0.061404097	-0.075611688	-0.108972519	-0.084409657	0.09042715	0.04140704	-0.058791298	0.047965721	0.039218397	-0.035049125	0.055999724	0.00518275	0.022405234	-0.100004548	-0.022275618	-0.041762259	-0.054679744	-0.005097193	-0.056979859	0.052060471	0.065893677	0.057392269	0.14863019	-0.012141174	0.014152568	-0.048515477	-0.140982454	-0.092923864	-0.075993541	0.093060334	0.064950901	0.031755856	0.007336471	0.099967162	-0.052768025	-0.042432458	0.002154288	0.068211032	-0.108172285	0.041682563	0.121757707	0.055393605	0.181590923	0.088136978	0.004318487	-0.018975192	-0.086839155
0.035642436	0.03331893	0.098278636	0.12636318	-0.165407508	-0.040148948	-0.035618202	0.004820623	0.068911612	0.008061598	-0.000726281	-0.144455447	-0.067183589	0.023547771	-0.112142229	0.009326881	-0.093978568	0.060601489	-0.077388816	-0.113825293	-0.087001227	0.093571125	0.03831188	-0.065556517	0.051861121	0.046635802	-0.034736043	0.061654545	0.00545966	0.014131192	-0.11131038	-0.023925492	-0.041110829	-0.057492226	-0.018971962	-0.064257651	0.055304792	0.074151447	0.054968753	0.158088031	-0.010645866	0.012582468	-0.052700948	-0.143955783	-0.088262429	-0.076671939	0.098098867	0.063190387	0.041702789	0.009343932	0.106202339	-0.056531805	-0.052060684	0.013093895	0.063623865	-0.11058857	0.030512971	0.117557314	0.071007244	0.201258654	0.094021894	0.000664067	-0.022764753	-0.091024251
0.036704372	0.023898872	0.086415201	0.089803084	-0.136255985	-0.02202073	-0.03240435	0.014330645	0.052866206	0.009609756	-0.005278596	-0.101375188	-0.052114487	0.019036171	-0.092119695	0.003549662	-0.069520829	0.055170175	-0.056701578	-0.089200866	-0.07654017	0.069509921	0.039258181	-0.046617402	0.040584281	0.037260452	-0.022975645	0.043403032	0.001231293	0.006917561	-0.081499369	-0.020499681	-0.041344759	-0.050375135	-0.002065671	-0.048880328	0.051793849	0.051706273	0.050478218	0.115532121	-0.005999936	0.010435559	-0.044125908	-0.117064817	-0.068380123	-0.057293458	0.087054414	0.04791615	0.021238176	0.002060509	0.079805695	-0.051206145	-0.040035247	0.014398506	0.054549662	-0.090624965	0.024130865	0.103488312	0.053662942	0.1520489	0.064905103	0.001242055	-0.008847833	-0.080938868
0.040299405	0.038794098	0.100329486	0.124690082	-0.172380982	-0.036657318	-0.029549278	0.013448754	0.069373537	0.018797511	-0.01434444	-0.133046439	-0.064691908	0.030731689	-0.117579767	0.006220706	-0.097242331	0.061889183	-0.080263327	-0.124347965	-0.097149885	0.10396798	0.040784655	-0.056422228	0.056864067	0.05262227	-0.035309061	0.064317527	0.010095675	0.015422618	-0.108012596	-0.034895658	-0.048591612	-0.054188879	-0.013395202	-0.062698866	0.053845813	0.068419019	0.057974022	0.154932573	-0.014479536	0.012089698	-0.058830137	-0.144349664	-0.088429129	-0.089347882	0.098325596	0.06957135	0.044448329	0.014006612	0.113006742	-0.061716699	-0.04540842	0.010830816	0.075267196	-0.100210329	0.03284517	0.124663796	0.060524343	0.204531966	0.091968353	0.010478369	-0.015039651	-0.093239139
0.043435282	0.031353768	0.094277854	0.115939967	-0.175174962	-0.035030699	-0.030222262	0.014997776	0.070426389	0.017332544	-0.000680278	-0.136017534	-0.064783085	0.024512717	-0.110099818	0.010895935	-0.094443018	0.065685758	-0.067974623	-0.120935495	-0.082167578	0.092196429	0.049765905	-0.060784348	0.042631813	0.044016505	-0.026673087	0.05692004	0.000813993	0.009666265	-0.099336853	-0.036757739	-0.055662976	-0.058599763	-0.012005729	-0.062733176	0.051168438	0.079613798	0.064459695	0.152509122	-0.008090647	0.025291995	-0.050639975	-0.13070377	-0.084388073	-0.088082315	0.092704729	0.06604833	0.042209974	0.0046346	0.099687245	-0.06167598	-0.047734951	0.006549498	0.065963845	-0.108973289	0.044139586	0.122118724	0.066871167	0.193179369	0.082618044	0.001426184	-0.018687958	-0.09628571
0.044919332	0.021970642	0.097231316	0.111123517	-0.152849791	-0.025317265	-0.028751947	0.009272982	0.072574809	0.003671976	-0.00264872	-0.115051548	-0.059133412	0.021969208	-0.096513871	0.007065418	-0.073225829	0.049457533	-0.073113447	-0.108465396	-0.082236785	0.09602766	0.033744891	-0.053101672	0.049128896	0.041558971	-0.027572517	0.049038986	0.009917209	0.008355705	-0.101621817	-0.031468923	-0.037213762	-0.046339616	-0.018182693	-0.063334667	0.049614735	0.070249291	0.046926787	0.139678707	-0.019351961	0.013468415	-0.051934472	-0.131957996	-0.081618639	-0.07304823	0.08587284	0.053298104	0.025401865	0.002909243	0.099037837	-0.064010059	-0.047008021	0.004030244	0.053070604	-0.096525188	0.027706165	0.102063965	0.050233424	0.177075604	0.073226866	0.000185878	-0.009374255	-0.083600971
0.050661489	0.027026184	0.104054136	0.133992659	-0.175952871	-0.036231335	-0.037601379	0.002442272	0.082056734	0.007435916	-0.012384949	-0.135207615	-0.060595704	0.023762869	-0.107130056	0.006999356	-0.08432969	0.056648375	-0.071820986	-0.121710825	-0.091126641	0.095604697	0.044331171	-0.063190746	0.056621297	0.042944095	-0.03055015	0.059095066	0.003535441	0.024919986	-0.102133966	-0.03763118	-0.044032184	-0.060064311	-0.013112903	-0.066787508	0.054156762	0.080918364	0.055175087	0.156030869	-0.013440524	0.021335398	-0.055488009	-0.14043837	-0.094995594	-0.086337677	0.104219819	0.067463761	0.036402212	0.01727235	0.117482311	-0.071189402	-0.050937342	0.007801985	0.064805665	-0.115933178	0.041765716	0.126051256	0.073503736	0.204496789	0.090022208	0.006223743	-0.023759239	-0.094246254
0.044653108	0.038043255	0.103740858	0.119938895	-0.178202105	-0.029207833	-0.041720165	0.012299314	0.072897315	0.009306617	-0.01000708	-0.140044017	-0.060731198	0.028021482	-0.111339934	0.003231007	-0.087796253	0.061635282	-0.078161067	-0.125757239	-0.100088061	0.099946308	0.044449523	-0.06200446	0.060087395	0.050974254	-0.031098331	0.063056478	0.007310603	0.013614957	-0.106711928	-0.035173013	-0.043646816	-0.06314629	-0.018324067	-0.072801226	0.052614329	0.081897349	0.065890998	0.155963724	-0.006784656	0.025842485	-0.053911846	-0.137020029	-0.094492153	-0.080011967	0.09915493	0.065126251	0.036933507	0.007227914	0.111697162	-0.058651278	-0.04371008	0.010578492	0.074522286	-0.110005247	0.030572437	0.128643365	0.067452218	0.198265188	0.083095866	0.003076312	-0.018369241	-0.09644792
0.047017502	0.032947033	0.105765821	0.134068118	-0.17682673	-0.032955915	-0.039182249	0.015429701	0.079550163	0.013578608	-0.001742056	-0.150713865	-0.074659243	0.025189501	-0.118216062	0.012561015	-0.09061147	0.061062888	-0.072421372	-0.130442026	-0.101572053	0.098008913	0.041837301	-0.058925722	0.050447896	0.046587772	-0.040024806	0.061658736	0.002658275	0.015229335	-0.113043994	-0.035205392	-0.047234927	-0.052835431	-0.00429862	-0.070902469	0.059627749	0.070491006	0.056253532	0.168616647	-0.021075046	0.026783863	-0.065149892	-0.140891978	-0.091678163	-0.085482342	0.103455895	0.068105926	0.037516771	0.004835363	0.110624792	-0.062673804	-0.04337059	0.005177098	0.075655299	-0.104702884	0.041144119	0.128635235	0.065169735	0.215391217	0.095921563	0.013394716	-0.024808728	-0.097549281
