hsa-let-7a-2,TP73-AS1,864,812
hsa-let-7a-2,SNHG3,864,778
hsa-let-7a-2,SNHG12,864,771
hsa-let-7a-2,GAS5,864,152
hsa-let-7a-2,H19,864,163
hsa-let-7a-2,KCNQ1OT1,864,240
hsa-let-7a-2,NEAT1,864,391
hsa-let-7a-2,TPT1-AS1,864,813
hsa-let-7a-2,OIP5-AS1,864,404
hsa-let-7a-2,SNHG16,864,774
hsa-let-7a-2,TUG1,864,824
hsa-let-7a-2,HCG18,864,523
hsa-let-7a-2,SNHG15,864,773
hsa-let-7a-2,CASC7,864,483
hsa-let-7a-2,LINC00963,864,285
hsa-let-7a-2,SNHG7,864,782
hsa-let-7a-2,XIST,864,842
hsa-let-7a-2,FTX,864,147
hsa-let-7a-2,SNHG1,864,769
hsa-let-7a-2,MALAT1,864,355
hsa-let-7a-2,aHIF,864,450
hsa-let-7a-2,FGD5-AS1,864,507
hsa-let-7a-2,SNHG6,864,781
hsa-let-7a,SNHG12,862,771
hsa-let-7a,LMCD1-AS1,862,629
hsa-let-7a,MUC20-OT1,862,381
hsa-let-7a,SNHG4,862,779
hsa-let-7a,HEIH,862,173
hsa-let-7a,HCG18,862,523
hsa-let-7a,HOXA11-AS,862,184
hsa-let-7a,LINC00265,862,558
hsa-let-7a,CDKN2B-AS1,862,87
hsa-let-7a,LINC00963,862,285
hsa-let-7a,KCNQ1OT1,862,240
hsa-let-7a,NEAT1,862,391
hsa-let-7a,AC125807.2,862,28
hsa-let-7a,TMPO-AS1,862,808
hsa-let-7a,MEG8,862,674
hsa-let-7a,OIP5-AS1,862,404
hsa-let-7a,DRAIC,862,112
hsa-let-7a,SNHG16,862,774
hsa-let-7a,LINC00665,862,584
hsa-let-7a,MIR99AHG,862,376
hsa-let-7a,XIST,862,842
hsa-let-7a,TTTY15,862,821
hsa-let-7b,SNHG12,866,771
hsa-let-7b,LMCD1-AS1,866,629
hsa-let-7b,MUC20-OT1,866,381
hsa-let-7b,SNHG4,866,779
hsa-let-7b,HEIH,866,173
hsa-let-7b,HCG18,866,523
hsa-let-7b,HOXA11-AS,866,184
hsa-let-7b,LINC00265,866,558
hsa-let-7b,CDKN2B-AS1,866,87
hsa-let-7b,LINC00963,866,285
hsa-let-7b,KCNQ1OT1,866,240
hsa-let-7b,NEAT1,866,391
hsa-let-7b,AC125807.2,866,28
hsa-let-7b,TMPO-AS1,866,808
hsa-let-7b,MEG8,866,674
hsa-let-7b,OIP5-AS1,866,404
hsa-let-7b,DRAIC,866,112
hsa-let-7b,SNHG16,866,774
hsa-let-7b,LINC00665,866,584
hsa-let-7b,MIR99AHG,866,376
hsa-let-7b,XIST,866,842
hsa-let-7b,TTTY15,866,821
hsa-let-7b,WT1-AS,866,839
hsa-let-7b,TP73-AS1,866,812
hsa-let-7b,GAS5,866,152
hsa-let-7b,EMX2OS,866,120
hsa-let-7b,TPT1-AS1,866,813
hsa-let-7b,TUG1,866,824
hsa-let-7b,FGD5-AS1,866,507
hsa-let-7b,SNHG15,866,773
hsa-let-7b,SNHG7,866,782
hsa-let-7b,FTX,866,147
hsa-let-7b,SNHG3,866,778
hsa-let-7b,SNHG1,866,769
hsa-let-7b,MALAT1,866,355
hsa-let-7b,aHIF,866,450
hsa-let-7b,SNHG6,866,781
hsa-let-7b,CASC7,866,483
hsa-let-7b,H19,866,163
hsa-let-7c,TP73-AS1,867,812
hsa-let-7c,SNHG12,867,771
hsa-let-7c,GAS5,867,152
hsa-let-7c,EMX2OS,867,120
hsa-let-7c,H19,867,163
hsa-let-7c,KCNQ1OT1,867,240
hsa-let-7c,NEAT1,867,391
hsa-let-7c,TPT1-AS1,867,813
hsa-let-7c,SNHG16,867,774
hsa-let-7c,LINC00665,867,584
hsa-let-7c,TUG1,867,824
hsa-let-7c,FGD5-AS1,867,507
hsa-let-7c,HCG18,867,523
hsa-let-7c,SNHG15,867,773
hsa-let-7c,CASC7,867,483
hsa-let-7c,LINC00963,867,285
hsa-let-7c,SNHG7,867,782
hsa-let-7c,XIST,867,842
hsa-let-7c,FTX,867,147
hsa-let-7c,SNHG3,867,778
hsa-let-7c,SNHG1,867,769
hsa-let-7c,MALAT1,867,355
hsa-let-7c,aHIF,867,450
hsa-let-7c,OIP5-AS1,867,404
hsa-let-7c,SNHG6,867,781
hsa-let-7c,LMCD1-AS1,867,629
hsa-let-7c,MUC20-OT1,867,381
hsa-let-7c,SNHG4,867,779
hsa-let-7c,HEIH,867,173
hsa-let-7c,HOXA11-AS,867,184
hsa-let-7c,LINC00265,867,558
hsa-let-7c,CDKN2B-AS1,867,87
hsa-let-7c,AC125807.2,867,28
hsa-let-7c,TMPO-AS1,867,808
hsa-let-7c,MEG8,867,674
hsa-let-7c,DRAIC,867,112
hsa-let-7c,MIR99AHG,867,376
hsa-let-7c,TTTY15,867,821
hsa-let-7d,TP73-AS1,868,812
hsa-let-7d,SNHG3,868,778
hsa-let-7d,SNHG12,868,771
hsa-let-7d,GAS5,868,152
hsa-let-7d,EMX2OS,868,120
hsa-let-7d,KCNQ1OT1,868,240
hsa-let-7d,NEAT1,868,391
hsa-let-7d,TPT1-AS1,868,813
hsa-let-7d,TUG1,868,824
hsa-let-7d,SNHG5,868,780
hsa-let-7d,CASC7,868,483
hsa-let-7d,LINC00963,868,285
hsa-let-7d,XIST,868,842
hsa-let-7d,FTX,868,147
hsa-let-7d,SNHG1,868,769
hsa-let-7d,MALAT1,868,355
hsa-let-7d,aHIF,868,450
hsa-let-7d,OIP5-AS1,868,404
hsa-let-7d,FGD5-AS1,868,507
hsa-let-7d,SNHG6,868,781
hsa-let-7d,LMCD1-AS1,868,629
hsa-let-7d,MUC20-OT1,868,381
hsa-let-7d,SNHG4,868,779
hsa-let-7d,HEIH,868,173
hsa-let-7d,HCG18,868,523
hsa-let-7d,HOXA11-AS,868,184
hsa-let-7d,LINC00265,868,558
hsa-let-7d,CDKN2B-AS1,868,87
hsa-let-7d,AC125807.2,868,28
hsa-let-7d,TMPO-AS1,868,808
hsa-let-7d,MEG8,868,674
hsa-let-7d,DRAIC,868,112
hsa-let-7d,SNHG16,868,774
hsa-let-7d,LINC00665,868,584
hsa-let-7d,MIR99AHG,868,376
hsa-let-7d,TTTY15,868,821
hsa-let-7e,TP73-AS1,869,812
hsa-let-7e,SNHG3,869,778
hsa-let-7e,SNHG12,869,771
hsa-let-7e,GAS5,869,152
hsa-let-7e,EMX2OS,869,120
hsa-let-7e,H19,869,163
hsa-let-7e,KCNQ1OT1,869,240
hsa-let-7e,NEAT1,869,391
hsa-let-7e,TPT1-AS1,869,813
hsa-let-7e,OIP5-AS1,869,404
hsa-let-7e,MIR22HG,869,369
hsa-let-7e,ZFAS1,869,853
hsa-let-7e,TUG1,869,824
hsa-let-7e,CASC7,869,483
hsa-let-7e,LINC00963,869,285
hsa-let-7e,SNHG7,869,782
hsa-let-7e,XIST,869,842
hsa-let-7e,FTX,869,147
hsa-let-7e,SNHG1,869,769
hsa-let-7e,MALAT1,869,355
hsa-let-7e,aHIF,869,450
hsa-let-7e,FGD5-AS1,869,507
hsa-let-7e,SNHG6,869,781
hsa-let-7e,LMCD1-AS1,869,629
hsa-let-7e,MUC20-OT1,869,381
hsa-let-7e,SNHG4,869,779
hsa-let-7e,HEIH,869,173
hsa-let-7e,HCG18,869,523
hsa-let-7e,HOXA11-AS,869,184
hsa-let-7e,LINC00265,869,558
hsa-let-7e,CDKN2B-AS1,869,87
hsa-let-7e,AC125807.2,869,28
hsa-let-7e,TMPO-AS1,869,808
hsa-let-7e,MEG8,869,674
hsa-let-7e,DRAIC,869,112
hsa-let-7e,SNHG16,869,774
hsa-let-7e,LINC00665,869,584
hsa-let-7e,MIR99AHG,869,376
hsa-let-7e,TTTY15,869,821
hsa-let-7f,SNHG12,870,771
hsa-let-7f,LMCD1-AS1,870,629
hsa-let-7f,MUC20-OT1,870,381
hsa-let-7f,SNHG4,870,779
hsa-let-7f,HEIH,870,173
hsa-let-7f,HCG18,870,523
hsa-let-7f,HOXA11-AS,870,184
hsa-let-7f,LINC00265,870,558
hsa-let-7f,CDKN2B-AS1,870,87
hsa-let-7f,LINC00963,870,285
hsa-let-7f,KCNQ1OT1,870,240
hsa-let-7f,NEAT1,870,391
hsa-let-7f,AC125807.2,870,28
hsa-let-7f,TMPO-AS1,870,808
hsa-let-7f,MEG8,870,674
hsa-let-7f,OIP5-AS1,870,404
hsa-let-7f,DRAIC,870,112
hsa-let-7f,SNHG16,870,774
hsa-let-7f,LINC00665,870,584
hsa-let-7f,MIR99AHG,870,376
hsa-let-7f,XIST,870,842
hsa-let-7f,TTTY15,870,821
hsa-let-7f,TP73-AS1,870,812
hsa-let-7f,SNHG3,870,778
hsa-let-7f,GAS5,870,152
hsa-let-7f,EMX2OS,870,120
hsa-let-7f,TPT1-AS1,870,813
hsa-let-7f,TUG1,870,824
hsa-let-7f,SNHG15,870,773
hsa-let-7f,FTX,870,147
hsa-let-7f,SNHG1,870,769
hsa-let-7f,MALAT1,870,355
hsa-let-7f,aHIF,870,450
hsa-let-7f,FGD5-AS1,870,507
hsa-let-7f,SNHG6,870,781
hsa-let-7f,CASC7,870,483
hsa-let-7g,SNHG12,873,771
hsa-let-7g,LMCD1-AS1,873,629
hsa-let-7g,MUC20-OT1,873,381
hsa-let-7g,SNHG4,873,779
hsa-let-7g,HEIH,873,173
hsa-let-7g,HCG18,873,523
hsa-let-7g,HOXA11-AS,873,184
hsa-let-7g,LINC00265,873,558
hsa-let-7g,CDKN2B-AS1,873,87
hsa-let-7g,LINC00963,873,285
hsa-let-7g,KCNQ1OT1,873,240
hsa-let-7g,NEAT1,873,391
hsa-let-7g,AC125807.2,873,28
hsa-let-7g,TMPO-AS1,873,808
hsa-let-7g,MEG8,873,674
hsa-let-7g,OIP5-AS1,873,404
hsa-let-7g,DRAIC,873,112
hsa-let-7g,SNHG16,873,774
hsa-let-7g,LINC00665,873,584
hsa-let-7g,MIR99AHG,873,376
hsa-let-7g,XIST,873,842
hsa-let-7g,TTTY15,873,821
hsa-let-7g,TP73-AS1,873,812
hsa-let-7g,SNHG3,873,778
hsa-let-7g,GAS5,873,152
hsa-let-7g,H19,873,163
hsa-let-7g,TPT1-AS1,873,813
hsa-let-7g,MCM3AP-AS1,873,672
hsa-let-7g,ZNRD1-AS1,873,858
hsa-let-7g,CASC7,873,483
hsa-let-7g,FTX,873,147
hsa-let-7g,SNHG1,873,769
hsa-let-7g,MALAT1,873,355
hsa-let-7g,aHIF,873,450
hsa-let-7g,TUG1,873,824
hsa-let-7g,FGD5-AS1,873,507
hsa-let-7g,SNHG6,873,781
hsa-let-7i,SNHG12,874,771
hsa-let-7i,LMCD1-AS1,874,629
hsa-let-7i,MUC20-OT1,874,381
hsa-let-7i,SNHG4,874,779
hsa-let-7i,HEIH,874,173
hsa-let-7i,HCG18,874,523
hsa-let-7i,HOXA11-AS,874,184
hsa-let-7i,LINC00265,874,558
hsa-let-7i,CDKN2B-AS1,874,87
hsa-let-7i,LINC00963,874,285
hsa-let-7i,KCNQ1OT1,874,240
hsa-let-7i,NEAT1,874,391
hsa-let-7i,AC125807.2,874,28
hsa-let-7i,TMPO-AS1,874,808
hsa-let-7i,MEG8,874,674
hsa-let-7i,OIP5-AS1,874,404
hsa-let-7i,DRAIC,874,112
hsa-let-7i,SNHG16,874,774
hsa-let-7i,LINC00665,874,584
hsa-let-7i,MIR99AHG,874,376
hsa-let-7i,XIST,874,842
hsa-let-7i,TTTY15,874,821
hsa-let-7i,TP73-AS1,874,812
hsa-let-7i,GAS5,874,152
hsa-let-7i,TPT1-AS1,874,813
hsa-let-7i,FBXL19-AS1,874,132
hsa-let-7i,MIR22HG,874,369
hsa-let-7i,MCM3AP-AS1,874,672
hsa-let-7i,TUG1,874,824
hsa-let-7i,FGD5-AS1,874,507
hsa-let-7i,SNHG15,874,773
hsa-let-7i,CASC7,874,483
hsa-let-7i,SNHG7,874,782
hsa-let-7i,FTX,874,147
hsa-let-7i,SNHG3,874,778
hsa-let-7i,SNHG1,874,769
hsa-let-7i,MALAT1,874,355
hsa-let-7i,aHIF,874,450
hsa-let-7i,SNHG6,874,781
hsa-miR-1,MALAT1,875,355
hsa-miR-1,GAS5,875,152
hsa-miR-1,ENTPD1-AS1,875,122
hsa-miR-1,NEAT1,875,391
hsa-miR-1,TPT1-AS1,875,813
hsa-miR-1,aHIF,875,450
hsa-miR-1,OIP5-AS1,875,404
hsa-miR-1,LINC00667,875,585
hsa-miR-1,LINC00662,875,582
hsa-miR-1,LINC00887,875,281
hsa-miR-1,CASC9,875,75
hsa-miR-1,RMRP,875,436
hsa-miR-1,TP73-AS1,875,812
hsa-miR-1,H19,875,163
hsa-miR-1,LINC00958,875,590
hsa-miR-1,DCTN1-AS1,875,102
hsa-miR-1,TUG1,875,824
hsa-miR-1,DANCR,875,98
hsa-miR-1,SNHG15,875,773
hsa-miR-1,TP53TG1,875,811
hsa-miR-1,CASC7,875,483
hsa-miR-1,XIST,875,842
hsa-miR-1,CUDR,875,489
hsa-miR-100,DLEU1,878,106
hsa-miR-100,TP73-AS1,878,812
hsa-miR-100,OIP5-AS1,878,404
hsa-miR-100,H19,878,163
hsa-miR-100,LINC00958,878,590
hsa-miR-100,LINC00657,878,581
hsa-miR-101-1,MALAT1,880,355
hsa-miR-101-1,WT1-AS,880,839
hsa-miR-101-1,SPRY4-IT1,880,792
hsa-miR-101-1,NEAT1,880,391
hsa-miR-101-1,SNHG6,880,781
hsa-miR-101,PTPRG-AS1,879,431
hsa-miR-101,LINC00265,879,558
hsa-miR-101,SNHG6,879,781
hsa-miR-101,FAM201A,879,505
hsa-miR-101,SNHG1,879,769
hsa-miR-101,NEAT1,879,391
hsa-miR-101,MALAT1,879,355
hsa-miR-101,SNHG14,879,772
hsa-miR-101,GABPB1-AS1,879,148
hsa-miR-101,AC008392.1,879,10
hsa-miR-101,DSCAM-AS1,879,113
hsa-miR-101,XIST,879,842
hsa-miR-103a-2,BCYRN1,885,61
hsa-miR-103a-2,GAS5,885,152
hsa-miR-103a-2,CASC2,885,72
hsa-miR-103a-2,H19,885,163
hsa-miR-103a-2,KCNQ1OT1,885,240
hsa-miR-103a-2,NEAT1,885,391
hsa-miR-103a-2,CTD-2574D22.4,885,96
hsa-miR-103a-2,LINC00662,885,582
hsa-miR-103a-2,TUG1,885,824
hsa-miR-103a-2,FGD5-AS1,885,507
hsa-miR-103a-2,HCG18,885,523
hsa-miR-103a-2,MAGI2-AS3,885,667
hsa-miR-103a-2,TP53TG1,885,811
hsa-miR-103a-2,CASC7,885,483
hsa-miR-103a-2,XIST,885,842
hsa-miR-103a-2,FTX,885,147
hsa-miR-103a-2,SNHG12,885,771
hsa-miR-103a-2,SNHG1,885,769
hsa-miR-103a-2,SNHG16,885,774
hsa-miR-103a-2,UPF1,885,835
hsa-miR-103a-2,GNAS-AS1,885,160
hsa-miR-103a-2,LINC00176,885,254
hsa-miR-103a-2,SNHG5,885,780
hsa-miR-103a-2,PVT1,885,432
hsa-miR-103a-2,SNHG7,885,782
hsa-miR-103a,CYTOR,883,97
hsa-miR-103a,TTN-AS1,883,820
hsa-miR-103a,FGD5-AS1,883,507
hsa-miR-103a,DLG1-AS1,883,108
hsa-miR-103a,HCG18,883,523
hsa-miR-103a,HOTAIRM1,883,179
hsa-miR-103a,DLX6-AS1,883,109
hsa-miR-103a,LINC00707,883,276
hsa-miR-103a,H19,883,163
hsa-miR-103a,KCNQ1OT1,883,240
hsa-miR-103a,NEAT1,883,391
hsa-miR-103a,LINC00641,883,580
hsa-miR-103a,MEG8,883,674
hsa-miR-103a,PCAT18,883,712
hsa-miR-103a,LINC00662,883,582
hsa-miR-103a,TRPM2-AS,883,818
hsa-miR-103a,XIST,883,842
hsa-miR-103a,MIR503HG,883,373
hsa-miR-106a,AC007743.1,889,9
hsa-miR-106a,BCYRN1,889,61
hsa-miR-106a,CBR3-AS1,889,77
hsa-miR-106a,CDKN2B-AS1,889,87
hsa-miR-106a,CTD-2574D22.4,889,96
hsa-miR-106a,DANCR,889,98
hsa-miR-106a,FBXL19-AS1,889,132
hsa-miR-106a,FGD5-AS1,889,507
hsa-miR-106a,FTX,889,147
hsa-miR-106a,GAS5,889,152
hsa-miR-106a,GNAS-AS1,889,160
hsa-miR-106a,H19,889,163
hsa-miR-106a,HAS2-AS1,889,170
hsa-miR-106a,HCG18,889,523
hsa-miR-106a,HCP5,889,172
hsa-miR-106a,HLA-F-AS1,889,527
hsa-miR-106a,HOTAIR,889,178
