-0.07303228,0.49688512,0.900943,0.34946606,0.68358696,0.5570576,0.9204588,0.3511415,0.36372456,0.27048898,0.71301097,0.6759828,1.0432106,0.86934376,0.33185136,0.8244493,-0.044131506,0.8368364,0.4111902,0.63885206,0.7028728,0.5667858,0.9080785,0.8352831,0.38907835,0.14752552,0.37092045,0.79161847,0.19811085,0.87675434,0.115992025,0.6667204,0.430344,0.2039369,0.73809034,0.8417056,0.8228473,0.6198761,0.5257869,0.33448136,0.23018077,0.25580487,0.40182734,0.002501036,0.385244,0.44319883,0.4693648,1.0037879,0.50169224,0.59406155,0.11564313,0.74327695,0.19257185,0.18219158,0.6952786,0.601693,0.6198983,0.079597905,0.556075,0.25338182,0.96846503,0.68457484,0.298123,0.5895309
0.81830674,0.48923168,0.5318732,0.52122694,0.7127422,0.8763802,1.0602353,1.0756748,0.07608394,0.9656685,0.65006757,0.810192,0.84145576,0.3494752,0.3442816,0.59679294,0.6491482,0.56515,0.59245634,0.8929742,0.60602754,0.2632295,0.6589607,0.43296608,0.4639582,0.5711491,0.20357983,0.6329266,0.4307082,0.7530116,0.7183765,0.36991572,0.4080157,0.52952844,0.2184201,0.52588487,0.87667197,0.02489406,0.2501514,0.24500483,0.47081047,0.19123785,0.18461272,0.54531586,0.6799518,0.70945203,0.5257774,0.926075,0.20713535,0.62216604,0.83003765,0.9670761,0.20710742,0.6304087,0.87228876,0.574222,1.0272151,0.2702133,0.48161778,0.73879236,0.3722264,0.80166286,0.73270994,0.04616678
0.71287924,0.76055694,0.58177316,0.50685817,0.323848,0.054305714,0.9617836,0.36042655,0.3042688,0.051573552,1.047931,0.89252764,0.41157407,0.6226652,0.78120863,0.10835795,0.46631667,0.5211074,0.6879343,0.40077665,1.0456848,0.2312759,0.10846438,0.29193833,0.3877839,0.20466514,0.34449545,0.31763762,0.87674314,0.40167335,0.52168024,0.39704072,0.8616701,1.112008,0.65876997,0.06358503,0.42827415,0.87571996,0.6857877,0.34802493,0.27670196,0.5651021,0.19119042,0.52468246,0.47037116,0.23421304,0.62807345,0.42220613,-0.027083008,0.32130292,0.16441,0.36790383,0.6258794,0.23226206,0.6267302,1.084893,0.73058045,0.573697,0.18108837,0.9561256,0.93128127,0.20595081,0.36660993,0.6340486
0.51975554,1.1548669,0.5329119,0.5529631,0.014671312,0.5318132,0.37806356,0.74944127,0.5985204,0.57046765,0.33055544,0.6349859,0.67297775,0.28878063,0.57329464,0.7356849,0.6430228,0.44909528,0.1060893,1.0302788,0.13417445,0.95240515,0.7105299,0.56078315,0.2514883,0.15320295,0.071908444,0.324949,0.34714165,0.14740035,0.33606225,0.4758373,0.99841183,0.75886637,0.7803667,0.9256217,0.39479345,0.20841101,0.2294885,0.7484969,0.33948135,0.29216668,1.0111502,0.2508663,0.43856516,0.1580679,0.22821265,0.49935797,0.13175994,0.6413899,0.58176756,0.5311329,0.89411175,0.4100931,0.86009413,0.84252,0.3773119,0.52708226,0.73539346,0.6691728,0.27750602,0.96596193,0.102137335,0.5942762
0.3776626,0.14045331,0.3828117,0.51614654,0.50812846,0.47685045,0.45854312,0.22960152,0.2353362,0.8954014,0.9913123,0.73200715,0.85743505,0.49967897,1.0130323,0.5917189,0.57799685,0.38557178,0.07501357,0.024062952,0.7526117,0.24471201,0.43783,0.6021512,0.93582094,0.22669987,0.787444,0.37701887,0.5092621,0.80127025,-0.02745401,0.69966006,0.34679592,0.86259335,0.2450181,0.26832834,0.827768,0.40169173,0.7879972,1.0760907,0.5498611,0.16426405,0.2687701,0.65129274,0.9952195,0.51777416,0.8298175,0.18453388,-0.000159109,0.3219074,0.49966702,0.61747044,0.32987058,0.4463171,0.7730519,0.25042316,0.4270531,0.30756077,0.8647344,0.77232707,0.9389975,0.7135288,0.20074941,0.6061693
0.40843964,0.7847764,0.9748335,0.09825665,0.40005437,0.5451673,0.37299484,0.31531644,0.2270015,0.25893548,0.9920129,0.6176776,0.9079036,0.7368832,0.4224149,0.23598763,1.0426368,0.7489923,0.6837908,0.30831668,0.5143702,0.07709582,0.07420824,0.51393825,0.46326366,0.07189159,0.3364141,0.6779911,0.009090423,0.3991756,0.80934596,0.9251669,0.85984725,0.6934014,0.12908866,0.11585322,0.30543524,0.24829978,0.75508416,0.91784334,0.52662754,0.69515926,0.32817018,0.12145011,1.0030775,0.8807294,0.47213954,1.0412046,0.42437124,0.28312325,0.709218,0.53126705,0.4263137,0.8166299,0.29658675,0.75092757,0.7849052,0.2503996,-0.10182969,0.9376959,0.69975257,0.14993282,0.33550137,0.70796746
0.03537753,0.49954143,1.0451599,0.8234764,0.5319035,0.7485198,0.721126,0.9149232,0.33614895,0.3673525,0.8939948,0.3117645,1.0240695,0.5571148,0.89835006,0.24212165,0.66401786,0.35145515,0.571628,0.7907915,0.79220486,0.5743533,-0.073683575,0.1979199,0.64218295,0.889584,0.010339105,0.48743495,0.33456606,0.26886168,0.83961046,0.80543536,0.5093084,0.71536696,0.74145496,0.19729143,0.45818105,0.74844515,0.28036556,0.15554407,0.69495785,0.8840389,0.23440559,0.24905768,0.87526554,0.37614468,0.64860845,0.40719274,0.6140432,0.5326346,0.7829011,0.8052798,0.30568323,0.6444555,1.0129733,0.42596895,0.27992818,0.7588524,0.4407472,0.4008678,0.5033497,0.745404,0.36675435,0.46150118
0.52988356,0.309697,0.8088374,0.9199653,0.43745512,0.7233125,0.6806542,0.3506157,0.71704787,0.8159898,1.0309292,0.61607695,0.59765667,0.39624003,0.9949748,-0.03575542,0.4971549,0.74937,0.91706544,1.0308511,0.1259219,0.49666873,0.25221637,0.4783111,0.6895492,0.056845196,0.21141733,0.38066396,0.71671045,0.6645677,0.6376708,1.0307962,0.65590024,0.33430994,0.7512272,0.75299037,0.21084659,0.7614399,0.5694797,0.57274145,0.21285369,0.27601817,0.10187044,0.6535132,0.64970577,0.5969995,0.71669793,0.6034307,0.06695583,0.41316187,0.27143863,0.71054184,0.48510882,0.41577563,0.62786657,0.5244292,0.50341696,0.6556695,0.8080797,0.42507523,1.0191529,0.16356182,0.931974,0.21400365
0.18954068,0.64333314,0.88063025,0.20996666,-0.087527536,0.8024707,0.8188083,0.22942117,0.9274032,0.11606215,0.2395987,0.8565393,0.7740013,0.73242074,0.5951306,0.7518619,0.56588054,0.54582393,0.5078855,0.47856718,0.68542254,0.19930966,0.8449662,0.42466035,0.31711724,0.9020714,0.5652874,0.61270446,0.075691104,1.0448889,0.6729715,0.117623135,0.71135193,0.112664595,0.49993655,1.0856444,0.15674803,0.22333291,0.14292416,0.9930132,0.22168599,0.887562,0.6369952,0.2356043,0.291374,0.26256698,-0.1794952,1.05944,0.82667875,0.43868393,0.4365779,0.66223323,0.4315013,0.125409,0.4168673,0.3123124,0.57351524,-0.005341487,0.07332028,0.47840136,1.082609,0.51072115,0.6435056,0.398501
0.31225812,0.64264035,0.15651365,0.4041432,0.6122154,0.6504578,0.9320183,0.4307471,0.8002896,0.023177974,0.17186561,1.0695572,0.16160336,0.50146854,0.18314317,0.29376757,0.70244664,-0.021091595,0.17562936,1.0722706,0.36990395,0.5812312,0.69589585,0.7552023,0.8196719,0.7851638,0.74363804,0.3394516,0.75624037,0.73332584,0.030738385,0.9001868,0.55948657,0.44437936,0.9598012,0.15313174,0.68229556,0.97958434,0.5313495,0.3916296,0.04319591,0.2724104,0.0827424,0.3766603,0.32481334,0.62304014,0.10282857,0.27447626,0.36837158,0.70814615,0.29466668,1.1114707,0.8190959,0.71404,0.5838134,0.72149986,0.13186574,0.16942917,0.8636946,0.16568916,0.46495962,0.9377053,0.7074952,0.3319748
